id,image_path,caption,safe_label
0015,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000015/coal_conveyor-Level04-SuspendedRail-000015-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with the railing securely attached to the stent, no abnormalities observed.",safe
0016,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000016/coal_conveyor-Level04-SuspendedRail-000016-001.jpg,"In the coal conveyor bridge scene, a person wearing a safety helmet stands near an electrical box and stent, with an idler roller aligned beneath the railing and no visible liquid present, no abnormalities observed.",safe
0017,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000017/coal_conveyor-Level04-SuspendedRail-000017-001.jpg,"In the coal conveyor bridge scene, the electrical box, idler roller, railing, and stent are all present and properly positioned, no abnormalities observed.",safe
0018,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000018/coal_conveyor-Level04-SuspendedRail-000018-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with a person standing near the railing supported by the stent, no abnormalities observed.",safe
0019,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000019/coal_conveyor-Level04-SuspendedRail-000019-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with the railing securely attached, a safety helmet placed nearby, and the stent firmly supporting the structure, no abnormalities observed.",safe
0020,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000020/coal_conveyor-Level04-SuspendedRail-000020-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers, a person stands near the railing beside an electrical box mounted on a stent, no abnormalities observed.",safe
0021,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000021/coal_conveyor-Level04-SuspendedRail-000021-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, supported by the stent and bordered by the railing, no abnormalities observed.",safe
0022,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000022/coal_conveyor-Level04-SuspendedRail-000022-001.jpg,"In the coal conveyor bridge scene, a person wearing a safety helmet stands near the railing beside the stairs, with the belt supported by idler rollers and stent structures visible, no abnormalities observed.",safe
0023,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000023/coal_conveyor-Level04-SuspendedRail-000023-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers supported by stents, a person wearing a safety helmet stands near the railing with an electrical box nearby, no abnormalities observed.",safe
0024,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000024/coal_conveyor-Level04-SuspendedRail-000024-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with the railing securely attached to the stent, no abnormalities observed.",safe
0025,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000025/coal_conveyor-Level04-SuspendedRail-000025-001.jpg,"In the coal conveyor bridge scene, a person wearing a safety helmet stands near the railing alongside the belt supported by idler rollers and stents, no abnormalities observed.",safe
0026,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000026/coal_conveyor-Level04-SuspendedRail-000026-001.jpg,"In the coal conveyor bridge scene, a person wearing a safety helmet stands near the railing beside the belt supported by idler rollers and stents, with a lamp overhead, no abnormalities observed.",safe
0027,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000027/coal_conveyor-Level04-SuspendedRail-000027-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers, a person stands near the railing supported by a stent, no abnormalities observed.",safe
0028,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000028/coal_conveyor-Level04-SuspendedRail-000028-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers, a person stands near the railing beside the stairs supported by a stent, no abnormalities observed.",safe
0029,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000029/coal_conveyor-Level04-SuspendedRail-000029-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers, a person stands near the railing supported by stents, and thus, by identification, no abnormalities observed.",safe
0030,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000030/coal_conveyor-Level04-SuspendedRail-000030-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, no abnormalities observed.",safe
0031,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000031/coal_conveyor-Level04-SuspendedRail-000031-001.jpg,"In the coal conveyor bridge scene, a person wearing a safety helmet stands near the railing beside the belt supported by idler rollers and stents, with a lamp mounted overhead, no abnormalities observed.",safe
0032,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000032/coal_conveyor-Level04-SuspendedRail-000032-001.jpg,"In the coal conveyor bridge scene, a person wearing a safety helmet stands near the railing beside the belt supported by idler rollers and stents, with a lamp mounted overhead, no abnormalities observed.",safe
0033,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000033/coal_conveyor-Level04-SuspendedRail-000033-001.jpg,"In the coal conveyor bridge scene, a person wearing a safety helmet stands near the railing beside the belt supported by idler rollers and stents, with a lamp overhead, no abnormalities observed.",safe
0034,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000034/coal_conveyor-Level04-SuspendedRail-000034-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers beneath a lamp, with a person standing near the railing supported by a stent, no abnormalities observed.",safe
0035,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000035/coal_conveyor-Level04-SuspendedRail-000035-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers beneath a lamp, with a person standing near the railing supported by a stent, no abnormalities observed.",safe
0036,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000036/coal_conveyor-Level04-SuspendedRail-000036-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, supported by the stent and bordered by the railing, no abnormalities observed.",safe
0037,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000037/coal_conveyor-Level04-SuspendedRail-000037-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers beneath a no trespassing over belt sign, with railing and stent securely in place, no abnormalities observed.",safe
0038,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000038/coal_conveyor-Level04-SuspendedRail-000038-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, supported by the stent and bordered by the railing, no abnormalities observed.",safe
0039,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000039/coal_conveyor-Level04-SuspendedRail-000039-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with the protective net securely in place and the stent firmly supporting the structure, no abnormalities observed.",safe
0040,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000040/coal_conveyor-Level04-SuspendedRail-000040-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly under the illumination of the lamp, no abnormalities observed.",safe
0041,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000041/coal_conveyor-Level04-SuspendedRail-000041-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, no abnormalities observed.",safe
0042,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000042/coal_conveyor-Level04-SuspendedRail-000042-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, no abnormalities observed.",safe
0043,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000043/coal_conveyor-Level04-SuspendedRail-000043-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, no abnormalities observed.",safe
0044,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000044/coal_conveyor-Level04-SuspendedRail-000044-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, no abnormalities observed.",safe
0045,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000045/coal_conveyor-Level04-SuspendedRail-000045-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, no abnormalities observed.",safe
0046,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000046/coal_conveyor-Level04-SuspendedRail-000046-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, no abnormalities observed.",safe
0047,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000047/coal_conveyor-Level04-SuspendedRail-000047-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, no abnormalities observed.",safe
0048,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000048/coal_conveyor-Level04-SuspendedRail-000048-001.jpg,"In the coal conveyor bridge scene, the lamp appears normal, no abnormalities observed.",safe
0049,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000049/coal_conveyor-Level04-SuspendedRail-000049-001.jpg,"In the coal conveyor bridge scene, the idler roller appears normal, no abnormalities observed.",safe
0050,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000050/coal_conveyor-Level04-SuspendedRail-000050-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, no abnormalities observed.",safe
0051,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000051/coal_conveyor-Level04-SuspendedRail-000051-001.jpg,"In the coal conveyor bridge scene, the belt appears normal, no abnormalities observed.",safe
0052,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000052/coal_conveyor-Level04-SuspendedRail-000052-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the stent, no abnormalities observed.",safe
0053,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000053/coal_conveyor-Level04-SuspendedRail-000053-001.jpg,"In the coal conveyor bridge scene, the lamp appears normal, no abnormalities observed.",safe
0054,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000054/coal_conveyor-Level04-SuspendedRail-000054-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the stent, no abnormalities observed.",safe
0055,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000055/coal_conveyor-Level04-SuspendedRail-000055-001.jpg,"In the coal conveyor bridge scene, the lamp appears normal, no abnormalities observed.",safe
0056,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000056/coal_conveyor-Level04-SuspendedRail-000056-001.jpg,"In the coal conveyor bridge scene, the lamp appears normal, no abnormalities observed.",safe
0057,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000057/coal_conveyor-Level04-SuspendedRail-000057-001.jpg,"In the coal conveyor bridge scene, the lamp and pipeline appear normal, no abnormalities observed.",safe
0058,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000058/coal_conveyor-Level04-SuspendedRail-000058-001.jpg,"In the coal conveyor bridge scene, the idler roller appears normal, no abnormalities observed.",safe
0059,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000059/coal_conveyor-Level04-SuspendedRail-000059-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, no abnormalities observed.",safe
0060,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000060/coal_conveyor-Level04-SuspendedRail-000060-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, no abnormalities observed.",safe
0061,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000061/coal_conveyor-Level04-SuspendedRail-000061-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, no abnormalities observed.",safe
0062,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000062/coal_conveyor-Level04-SuspendedRail-000062-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, no abnormalities observed.",safe
0063,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000063/coal_conveyor-Level04-SuspendedRail-000063-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, with the fire cabinet nearby, no abnormalities observed.",safe
0064,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000064/coal_conveyor-Level04-SuspendedRail-000064-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with a lamp mounted on the stent providing illumination, no abnormalities observed.",safe
0065,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000065/coal_conveyor-Level04-SuspendedRail-000065-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, no abnormalities observed.",safe
0066,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000066/coal_conveyor-Level04-SuspendedRail-000066-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, no abnormalities observed.",safe
0067,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000067/coal_conveyor-Level04-SuspendedRail-000067-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller beneath a steadily lit lamp, no abnormalities observed.",safe
0068,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000068/coal_conveyor-Level04-SuspendedRail-000068-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the stent, no abnormalities observed.",safe
0069,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000069/coal_conveyor-Level04-SuspendedRail-000069-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, no abnormalities observed.",safe
0070,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000070/coal_conveyor-Level04-SuspendedRail-000070-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller beneath the lamp, no abnormalities observed.",safe
0071,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000071/coal_conveyor-Level04-SuspendedRail-000071-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller beneath a steadily lit lamp, no abnormalities observed.",safe
0072,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000072/coal_conveyor-Level04-SuspendedRail-000072-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller supported by the stent, no abnormalities observed.",safe
0073,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000073/coal_conveyor-Level04-SuspendedRail-000073-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller beneath a securely fastened protective net, no abnormalities observed.",safe
0074,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000074/coal_conveyor-Level04-SuspendedRail-000074-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller beneath a securely fastened protective net, no abnormalities observed.",safe
0075,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000075/coal_conveyor-Level04-SuspendedRail-000075-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller beneath a securely fastened protective net, no abnormalities observed.",safe
0076,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000076/coal_conveyor-Level04-SuspendedRail-000076-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers, supported by stents, with a railing along the walkway and a window providing visibility, no abnormalities observed.",safe
0077,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000077/coal_conveyor-Level04-SuspendedRail-000077-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers, with a lamp mounted nearby, a pipeline running parallel, and a stent supporting the structure, no abnormalities observed.",safe
0078,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000078/coal_conveyor-Level04-SuspendedRail-000078-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with a lamp mounted nearby, a pipeline running parallel above, and a stent securely supporting the structure, no abnormalities observed.",safe
0079,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000079/coal_conveyor-Level04-SuspendedRail-000079-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers, with a lamp mounted nearby, a pipeline running parallel, and a stent supporting the structure, no abnormalities observed.",safe
0080,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000080/coal_conveyor-Level04-SuspendedRail-000080-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers beneath a mounted lamp, with a pipeline secured by a stent alongside, no abnormalities observed.",safe
0081,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000081/coal_conveyor-Level04-SuspendedRail-000081-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers, with a lamp mounted nearby, a pipeline running parallel, and a stent providing structural support, no abnormalities observed.",safe
0082,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000082/coal_conveyor-Level04-SuspendedRail-000082-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers beneath a mounted lamp, with a pipeline secured by a stent alongside, no abnormalities observed.",safe
0083,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000083/coal_conveyor-Level04-SuspendedRail-000083-001.jpg,"In the coal conveyor bridge scene, the lamp, radiator, and window appear normal, no abnormalities observed.",safe
0084,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000084/coal_conveyor-Level04-SuspendedRail-000084-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller beneath a lit lamp near a radiator, no abnormalities observed.",safe
0085,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000085/coal_conveyor-Level04-SuspendedRail-000085-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with a lamp mounted nearby, a radiator positioned below, and a stent supporting the structure, no abnormalities observed.",safe
0086,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000086/coal_conveyor-Level04-SuspendedRail-000086-001.jpg,"In the coal conveyor bridge scene, the lamp appears normal, no abnormalities observed.",safe
0087,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000087/coal_conveyor-Level04-SuspendedRail-000087-001.jpg,"In the coal conveyor bridge scene, the lamp and protective net appear normal, no abnormalities observed.",safe
0088,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000088/coal_conveyor-Level04-SuspendedRail-000088-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers beneath a lamp mounted near a radiator, with a stent supporting the structure beside a window, no abnormalities observed.",safe
0089,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000089/coal_conveyor-Level04-SuspendedRail-000089-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over idler rollers beneath a lamp mounted near a radiator, with a stent supporting the structure beside a window, no abnormalities observed.",safe
0090,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000090/coal_conveyor-Level04-SuspendedRail-000090-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with a lamp mounted on the stent providing illumination, no abnormalities observed.",safe
0091,/root/autodl-tmp/data/inspecsafe/DATA_PATH/test/Annotations/Normal_data/coal_conveyor-Level04-SuspendedRail-000091/coal_conveyor-Level04-SuspendedRail-000091-001.jpg,"In the coal conveyor bridge scene, the belt runs smoothly over the idler roller, with a lamp mounted nearby, a radiator positioned below, and a stent supporting the structure, no abnormalities observed.",safe
